Symbol,Essential_Zscore,Doench_score,SSC_score,DeepHF_score,DeepCRISPR_score,FrameShift_IndelPhi,FrameShift_Lindel,FrameShift_FORECasT,Domain_pfam,PROVEAN_score,SIFT_score,Helix,Sheet,Phosphorylation,Acetylation,seq_score,pro_score,ind_score,combined_seq_ind,combined_seq_pro,combined_pro_ind,combined_all
VARS,1.306505141,0.083,0.026513,0.431299627,0.295465052,56.967416,0.718,52.87600000000001,1,-3.47,0.139737101,1,0,0.0,0.0,0.28197862535518314,0.08263547634903365,0.24813763703133446,0.4555411367445439,0.4155025764400732,0.29996948583561445,0.5462528843625867
VARS,1.189828235,0.043,-0.123607,0.501628995,0.122703493,68.33045335,0.732,66.922,1,-4.86,0.438528409,1,0,0.0,0.0,0.12864771736728803,0.02915436670290847,-0.011893351679390107,0.1668882930170318,0.24722994727241782,0.11977290750641223,0.2553688545587996
VARS,1.4415278969999998,0.114,-0.270728,0.451735169,0.244865119,69.83683547,0.77,74.676,1,-4.86,0.438528409,1,0,0.0,0.0,0.06532808540104942,0.02915436670290847,-0.11486680086886492,0.0497773463731147,0.1950927443031674,0.06529230231895018,0.15398603463190308
VARS,1.0925884540000002,0.412,0.7052,0.596639276,0.261946112,65.33410454,0.8140000000000001,63.872,1,-5.6,0.717307765,1,0,0.0,0.0,-0.05544397130168819,0.013866683950396091,-0.013358117686378257,0.008253460257541275,0.08376782177584607,0.10661147433142011,0.09441517435909672
VARS,0.99624178,0.12,0.14974400000000002,0.680377841,0.241723984,55.64399324,0.669,65.238,1,-6.82,1.185435124,1,0,0.0,0.0,-0.3626024902969749,-0.005474796791570374,0.1716768569131244,-0.14210452706749718,-0.18367346234163776,0.18887067760998685,-0.07792629610169385
VARS,-0.184270961,0.122,0.685809,0.616066575,0.14566658400000002,87.05792890000002,0.855,82.04299999999998,1,-8.47,1.3656633669999998,1,0,0.0,0.0,0.11747825964134329,-0.07135159863981282,-0.3989855926392689,-0.07773090244130497,0.15797003080308186,-0.16553595135366278,-0.01933017961208982
VARS,0.257304278,0.363,0.420183,0.6852716209999999,0.41166389,75.21439357,0.84,79.475,1,-8.29,1.441600945,1,0,0.0,0.0,-0.5064550228099172,-0.05403858773566912,-0.2726768552036329,-0.5349838450656672,-0.34042813938644645,-0.08492554154730084,-0.4473225525743568
VARS,0.502050639,0.182,0.16330799999999998,0.649494946,0.18191205,84.63790498,0.7979999999999999,71.575,1,-9.62,1.508271532,1,0,0.0,0.0,-0.29631787802572773,-0.11236634464780124,-0.25069962992265155,-0.3416052462476944,-0.21449104258125146,-0.11993961343057377,-0.3120623198469258
VARS,-0.002802983,0.259,-0.144673,0.594100773,0.198543519,85.32032315,0.823,75.443,1,-6.51,1.720902378,1,0,0.0,0.0,-0.37044713868196305,0.06634121862093674,-0.3105761374179866,-0.4414328020282853,-0.13266853478837648,-0.008258749057473576,-0.2634576110312891
VARS,1.338141144,0.05,0.293863,0.560868502,0.212429777,45.97428396,0.655,50.03100000000001,1,-8.32,1.766055345,1,0,0.0,0.0,0.08884074719786605,-0.019828934388744595,0.41628180838475143,0.3923799376551852,0.17544879897734536,0.3062147283857938,0.3935405359297213
VARS,0.411331014,0.293,0.918834,0.6475273970000001,0.495545924,80.44961155,0.818,78.991,1,-5.63,1.802951915,1,0,0.0,0.0,-0.26676029969804016,0.12019353301754379,-0.2878840590346369,-0.33900719692691905,-0.004539731554868952,0.04691254568540338,-0.1274463689623818
VARS,1.760660242,0.06,0.006136,0.425196528,0.139915362,56.06222224,0.657,52.577,1,-9.14,1.897663462,1,0,0.0,0.0,0.40720066259651,-0.04487301714084451,0.27364004315127277,0.5784487257766557,0.41678376635688397,0.21117272205152998,0.5617414396797777
VARS,1.161502607,0.76,0.63407,0.7042039040000001,0.17413446300000002,70.2476781,0.77,68.43,1,-10.06,1.933580015,0,0,0.0,0.0,-0.3537941117589091,-0.014010227488215959,-0.07415179479818376,-0.28394276537490415,-0.18339965809561953,0.05223494982158202,-0.19700063546364424
